image,label
test_371.jpg,dust
test_627.jpg,snow
test_7.jpg,snow
test_475.jpg,sunny
test_952.jpg,sunny
test_131.jpg,dust
test_147.jpg,dust
test_36.jpg,rain
test_1047.jpg,snow
test_814.jpg,snow
test_231.jpg,rain
test_119.jpg,fog
test_55.jpg,sunny
test_528.jpg,sunny
test_821.jpg,rain
test_113.jpg,sunny
test_849.jpg,rain
test_301.jpg,dust
test_514.jpg,snow
test_1001.jpg,fog
test_457.jpg,sunny
test_906.jpg,dust
test_684.jpg,snow
test_714.jpg,rain
test_17.jpg,dust
test_755.jpg,dust
test_764.jpg,dust
test_905.jpg,fog
test_716.jpg,snow
test_840.jpg,dust
test_396.jpg,fog
test_831.jpg,dust
test_463.jpg,sunny
test_465.jpg,sunny
test_32.jpg,fog
test_126.jpg,fog
test_685.jpg,rain
test_791.jpg,fog
test_219.jpg,sunny
test_775.jpg,sunny
test_388.jpg,rain
test_120.jpg,snow
test_184.jpg,fog
test_532.jpg,dust
test_25.jpg,rain
test_922.jpg,rain
test_117.jpg,sunny
test_678.jpg,snow
test_1062.jpg,snow
test_986.jpg,rain
test_165.jpg,sunny
test_444.jpg,rain
test_373.jpg,dust
test_366.jpg,dust
test_675.jpg,sunny
test_190.jpg,sunny
test_509.jpg,snow
test_588.jpg,snow
test_1066.jpg,rain
test_510.jpg,snow
test_477.jpg,dust
test_621.jpg,fog
test_777.jpg,rain
test_944.jpg,dust
test_426.jpg,rain
test_399.jpg,snow
test_614.jpg,sunny
test_22.jpg,rain
test_432.jpg,dust
test_297.jpg,sunny
test_453.jpg,fog
test_1052.jpg,sunny
test_203.jpg,dust
test_245.jpg,rain
test_250.jpg,rain
test_116.jpg,sunny
test_317.jpg,sunny
test_902.jpg,fog
test_779.jpg,rain
test_556.jpg,sunny
test_263.jpg,sunny
test_575.jpg,fog
test_464.jpg,fog
test_691.jpg,sunny
test_804.jpg,rain
test_18.jpg,rain
test_1030.jpg,fog
test_277.jpg,sunny
test_324.jpg,sunny
test_615.jpg,dust
test_530.jpg,rain
test_105.jpg,dust
test_391.jpg,fog
test_972.jpg,rain
test_954.jpg,sunny
test_899.jpg,sunny
test_774.jpg,snow
test_259.jpg,rain
test_299.jpg,rain
test_118.jpg,fog
test_925.jpg,snow
test_526.jpg,sunny
test_705.jpg,sunny
test_298.jpg,sunny
test_345.jpg,sunny
test_470.jpg,rain
test_564.jpg,fog
test_503.jpg,sunny
test_92.jpg,sunny
test_646.jpg,fog
test_81.jpg,fog
test_188.jpg,sunny
test_467.jpg,snow
test_893.jpg,dust
test_778.jpg,snow
test_487.jpg,sunny
test_458.jpg,sunny
test_557.jpg,fog
test_170.jpg,snow
test_59.jpg,snow
test_144.jpg,fog
test_938.jpg,rain
test_172.jpg,fog
test_560.jpg,rain
test_390.jpg,dust
test_853.jpg,rain
test_387.jpg,dust
test_533.jpg,dust
test_729.jpg,rain
test_977.jpg,sunny
test_673.jpg,fog
test_446.jpg,snow
test_805.jpg,snow
test_207.jpg,sunny
test_354.jpg,snow
test_810.jpg,sunny
test_211.jpg,fog
test_1013.jpg,dust
test_852.jpg,sunny
test_8.jpg,sunny
test_817.jpg,snow
test_1023.jpg,dust
test_913.jpg,dust
test_103.jpg,dust
test_136.jpg,sunny
test_80.jpg,rain
test_790.jpg,dust
test_750.jpg,fog
test_478.jpg,rain
test_958.jpg,sunny
test_948.jpg,snow
test_718.jpg,sunny
test_1072.jpg,sunny
test_281.jpg,fog
test_832.jpg,snow
test_367.jpg,sunny
test_156.jpg,sunny
test_315.jpg,snow
test_738.jpg,rain
test_415.jpg,snow
test_247.jpg,snow
test_490.jpg,fog
test_731.jpg,sunny
test_186.jpg,rain
test_355.jpg,snow
test_349.jpg,sunny
test_638.jpg,dust
test_555.jpg,snow
test_112.jpg,fog
test_405.jpg,snow
test_720.jpg,sunny
test_1060.jpg,dust
test_953.jpg,sunny
test_939.jpg,dust
test_500.jpg,fog
test_669.jpg,fog
test_598.jpg,dust
test_539.jpg,rain
test_372.jpg,rain
test_1029.jpg,fog
test_735.jpg,sunny
test_94.jpg,sunny
test_102.jpg,fog
test_609.jpg,rain
test_193.jpg,snow
test_656.jpg,snow
test_502.jpg,snow
test_161.jpg,sunny
test_216.jpg,fog
test_468.jpg,dust
test_941.jpg,sunny
test_975.jpg,dust
test_149.jpg,snow
test_442.jpg,rain
test_278.jpg,rain
test_157.jpg,dust
test_353.jpg,sunny
test_420.jpg,rain
test_547.jpg,dust
test_408.jpg,snow
test_759.jpg,sunny
test_485.jpg,rain
test_4.jpg,rain
test_434.jpg,dust
test_138.jpg,dust
test_772.jpg,sunny
test_145.jpg,rain
test_234.jpg,dust
test_966.jpg,rain
test_956.jpg,rain
test_233.jpg,dust
test_660.jpg,dust
test_66.jpg,sunny
test_1059.jpg,sunny
test_1038.jpg,rain
test_860.jpg,sunny
test_593.jpg,dust
test_407.jpg,fog
test_85.jpg,sunny
test_1033.jpg,fog
test_42.jpg,fog
test_965.jpg,rain
test_569.jpg,sunny
test_622.jpg,rain
test_917.jpg,sunny
test_551.jpg,sunny
test_1079.jpg,sunny
test_60.jpg,snow
test_140.jpg,fog
test_698.jpg,snow
test_690.jpg,sunny
test_927.jpg,rain
test_771.jpg,sunny
test_1009.jpg,sunny
test_846.jpg,snow
test_235.jpg,snow
test_460.jpg,fog
test_23.jpg,snow
test_915.jpg,fog
test_722.jpg,snow
test_248.jpg,sunny
test_930.jpg,sunny
test_824.jpg,fog
test_664.jpg,rain
test_630.jpg,rain
test_141.jpg,dust
test_359.jpg,dust
test_1020.jpg,sunny
test_620.jpg,snow
test_378.jpg,rain
test_187.jpg,rain
test_985.jpg,sunny
test_89.jpg,snow
test_327.jpg,dust
test_1043.jpg,dust
test_924.jpg,rain
test_553.jpg,sunny
test_959.jpg,snow
test_577.jpg,rain
test_822.jpg,snow
test_739.jpg,sunny
test_758.jpg,dust
test_382.jpg,dust
test_844.jpg,fog
test_447.jpg,dust
test_246.jpg,rain
test_40.jpg,sunny
test_823.jpg,sunny
test_988.jpg,dust
test_946.jpg,dust
test_380.jpg,rain
test_146.jpg,rain
test_194.jpg,rain
test_637.jpg,rain
test_1026.jpg,sunny
test_679.jpg,fog
test_1.jpg,rain
test_284.jpg,sunny
test_239.jpg,dust
test_907.jpg,rain
test_957.jpg,sunny
test_346.jpg,fog
test_61.jpg,snow
test_34.jpg,dust
test_616.jpg,sunny
test_445.jpg,fog
test_182.jpg,dust
test_185.jpg,sunny
test_1017.jpg,snow
test_1042.jpg,sunny
test_404.jpg,rain
test_440.jpg,fog
test_648.jpg,dust
test_483.jpg,snow
test_611.jpg,snow
test_50.jpg,dust
test_135.jpg,sunny
test_970.jpg,sunny
test_54.jpg,snow
test_289.jpg,sunny
test_585.jpg,sunny
test_708.jpg,sunny
test_403.jpg,sunny
test_459.jpg,fog
test_561.jpg,snow
test_448.jpg,dust
test_813.jpg,rain
test_1069.jpg,dust
test_450.jpg,rain
test_789.jpg,snow
test_645.jpg,dust
test_410.jpg,fog
test_590.jpg,rain
test_392.jpg,sunny
test_636.jpg,rain
test_665.jpg,snow
test_740.jpg,sunny
test_780.jpg,dust
test_39.jpg,fog
test_787.jpg,dust
test_1036.jpg,dust
test_519.jpg,dust
test_494.jpg,dust
test_521.jpg,sunny
test_1018.jpg,fog
test_204.jpg,dust
test_726.jpg,dust
test_199.jpg,fog
test_244.jpg,sunny
test_1003.jpg,sunny
test_943.jpg,rain
test_202.jpg,sunny
test_719.jpg,sunny
test_125.jpg,fog
test_686.jpg,rain
test_749.jpg,rain
test_904.jpg,rain
test_757.jpg,sunny
test_497.jpg,sunny
test_674.jpg,snow
test_393.jpg,fog
test_900.jpg,sunny
test_573.jpg,sunny
test_358.jpg,snow
test_302.jpg,snow
test_276.jpg,snow
test_857.jpg,sunny
test_801.jpg,dust
test_1067.jpg,dust
test_78.jpg,dust
test_604.jpg,rain
test_928.jpg,rain
test_74.jpg,sunny
test_605.jpg,snow
test_826.jpg,dust
test_923.jpg,dust
test_340.jpg,rain
test_335.jpg,rain
test_331.jpg,dust
test_931.jpg,snow
test_896.jpg,sunny
test_634.jpg,dust
test_287.jpg,snow
test_770.jpg,dust
test_649.jpg,sunny
test_365.jpg,fog
test_473.jpg,rain
test_364.jpg,sunny
test_1051.jpg,rain
test_864.jpg,snow
test_0.jpg,snow
test_455.jpg,fog
test_260.jpg,sunny
test_809.jpg,fog
test_504.jpg,dust
test_93.jpg,rain
test_323.jpg,dust
test_401.jpg,snow
test_960.jpg,sunny
test_72.jpg,sunny
test_754.jpg,rain
test_578.jpg,sunny
test_531.jpg,snow
test_730.jpg,fog
test_786.jpg,sunny
test_305.jpg,sunny
test_476.jpg,snow
test_990.jpg,rain
test_695.jpg,rain
test_746.jpg,sunny
test_330.jpg,snow
test_189.jpg,dust
test_439.jpg,rain
test_1073.jpg,snow
test_91.jpg,rain
test_815.jpg,sunny
test_218.jpg,rain
test_227.jpg,snow
test_114.jpg,dust
test_916.jpg,fog
test_879.jpg,rain
test_792.jpg,sunny
test_825.jpg,snow
test_1028.jpg,sunny
test_1077.jpg,sunny
test_878.jpg,fog
test_122.jpg,snow
test_110.jpg,sunny
test_866.jpg,dust
test_418.jpg,rain
test_949.jpg,rain
test_352.jpg,snow
test_596.jpg,snow
test_79.jpg,dust
test_594.jpg,rain
test_517.jpg,dust
test_343.jpg,fog
test_201.jpg,rain
test_411.jpg,sunny
test_734.jpg,sunny
test_837.jpg,rain
test_419.jpg,sunny
test_997.jpg,snow
test_266.jpg,fog
test_838.jpg,sunny
test_52.jpg,fog
test_782.jpg,fog
test_715.jpg,dust
test_873.jpg,sunny
test_1045.jpg,sunny
test_1050.jpg,sunny
test_293.jpg,dust
test_508.jpg,dust
test_433.jpg,snow
test_1071.jpg,fog
test_583.jpg,rain
test_566.jpg,sunny
test_158.jpg,dust
test_441.jpg,snow
test_883.jpg,dust
test_501.jpg,snow
test_568.jpg,sunny
test_1049.jpg,fog
test_45.jpg,fog
test_197.jpg,sunny
test_644.jpg,dust
test_1004.jpg,sunny
test_613.jpg,dust
test_11.jpg,rain
test_57.jpg,sunny
test_562.jpg,snow
test_498.jpg,snow
test_70.jpg,rain
test_677.jpg,snow
test_318.jpg,dust
test_999.jpg,dust
test_58.jpg,dust
test_962.jpg,fog
test_979.jpg,sunny
test_471.jpg,rain
test_642.jpg,snow
test_13.jpg,fog
test_370.jpg,fog
test_449.jpg,dust
test_86.jpg,snow
test_599.jpg,rain
test_180.jpg,snow
test_520.jpg,sunny
test_229.jpg,fog
test_624.jpg,sunny
test_130.jpg,rain
test_155.jpg,snow
test_195.jpg,snow
test_603.jpg,rain
test_868.jpg,rain
test_232.jpg,sunny
test_98.jpg,sunny
test_200.jpg,rain
test_178.jpg,sunny
test_534.jpg,snow
test_767.jpg,dust
test_829.jpg,fog
test_423.jpg,sunny
test_65.jpg,rain
test_482.jpg,snow
test_210.jpg,fog
test_1011.jpg,dust
test_272.jpg,rain
test_811.jpg,snow
test_848.jpg,snow
test_680.jpg,rain
test_223.jpg,snow
test_472.jpg,snow
test_269.jpg,dust
test_311.jpg,rain
test_402.jpg,dust
test_236.jpg,snow
test_84.jpg,dust
test_29.jpg,rain
test_766.jpg,rain
test_271.jpg,snow
test_62.jpg,snow
test_1021.jpg,snow
test_591.jpg,fog
test_807.jpg,snow
test_1070.jpg,sunny
test_348.jpg,snow
test_908.jpg,dust
test_176.jpg,snow
test_753.jpg,fog
test_998.jpg,sunny
test_1037.jpg,snow
test_44.jpg,fog
test_872.jpg,sunny
test_257.jpg,rain
test_395.jpg,snow
test_687.jpg,sunny
test_704.jpg,snow
test_1010.jpg,sunny
test_736.jpg,dust
test_580.jpg,fog
test_424.jpg,fog
test_516.jpg,dust
test_208.jpg,snow
test_612.jpg,rain
test_855.jpg,rain
test_226.jpg,rain
test_842.jpg,fog
test_661.jpg,snow
test_192.jpg,sunny
test_251.jpg,snow
test_1006.jpg,sunny
test_309.jpg,snow
test_150.jpg,dust
test_198.jpg,sunny
test_255.jpg,rain
test_456.jpg,sunny
test_300.jpg,fog
test_535.jpg,fog
test_326.jpg,sunny
test_264.jpg,sunny
test_914.jpg,sunny
test_75.jpg,snow
test_635.jpg,snow
test_1053.jpg,rain
test_495.jpg,fog
test_920.jpg,sunny
test_741.jpg,rain
test_969.jpg,sunny
test_912.jpg,fog
test_619.jpg,snow
test_515.jpg,dust
test_265.jpg,snow
test_889.jpg,dust
test_361.jpg,dust
test_710.jpg,sunny
test_581.jpg,dust
test_538.jpg,fog
test_292.jpg,dust
test_760.jpg,fog
test_978.jpg,snow
test_548.jpg,sunny
test_895.jpg,sunny
test_304.jpg,sunny
test_69.jpg,snow
test_334.jpg,fog
test_183.jpg,snow
test_63.jpg,dust
test_887.jpg,sunny
test_795.jpg,sunny
test_427.jpg,fog
test_1016.jpg,snow
test_602.jpg,fog
test_385.jpg,rain
test_479.jpg,rain
test_167.jpg,snow
test_286.jpg,dust
test_431.jpg,fog
test_280.jpg,snow
test_867.jpg,fog
test_856.jpg,snow
test_597.jpg,rain
test_847.jpg,sunny
test_827.jpg,dust
test_1019.jpg,snow
test_992.jpg,dust
test_137.jpg,snow
test_108.jpg,fog
test_967.jpg,dust
test_1025.jpg,dust
test_717.jpg,snow
test_73.jpg,dust
test_133.jpg,sunny
test_808.jpg,rain
test_168.jpg,sunny
test_1054.jpg,snow
test_522.jpg,fog
test_693.jpg,sunny
test_351.jpg,dust
test_688.jpg,sunny
test_386.jpg,fog
test_412.jpg,sunny
test_368.jpg,rain
test_481.jpg,rain
test_843.jpg,rain
test_540.jpg,dust
test_16.jpg,fog
test_173.jpg,rain
test_240.jpg,snow
test_49.jpg,fog
test_430.jpg,rain
test_88.jpg,dust
test_947.jpg,sunny
test_213.jpg,sunny
test_357.jpg,fog
test_973.jpg,sunny
test_437.jpg,snow
test_329.jpg,sunny
test_375.jpg,fog
test_1058.jpg,sunny
test_1031.jpg,sunny
test_316.jpg,snow
test_291.jpg,dust
test_608.jpg,sunny
test_506.jpg,dust
test_545.jpg,rain
test_511.jpg,rain
test_181.jpg,sunny
test_544.jpg,rain
test_9.jpg,fog
test_421.jpg,rain
test_806.jpg,sunny
test_1015.jpg,fog
test_134.jpg,sunny
test_225.jpg,snow
test_383.jpg,sunny
test_572.jpg,rain
test_362.jpg,sunny
test_360.jpg,rain
test_712.jpg,rain
test_918.jpg,rain
test_414.jpg,sunny
test_1005.jpg,sunny
test_294.jpg,dust
test_312.jpg,sunny
test_1048.jpg,snow
test_926.jpg,fog
test_773.jpg,fog
test_796.jpg,fog
test_617.jpg,fog
test_438.jpg,sunny
test_142.jpg,sunny
test_179.jpg,sunny
test_206.jpg,rain
test_258.jpg,sunny
test_254.jpg,dust
test_870.jpg,rain
test_571.jpg,sunny
test_971.jpg,rain
test_205.jpg,dust
test_639.jpg,fog
test_745.jpg,snow
test_874.jpg,snow
test_153.jpg,dust
test_799.jpg,sunny
test_121.jpg,dust
test_1008.jpg,dust
test_1027.jpg,sunny
test_911.jpg,rain
test_963.jpg,fog
test_15.jpg,sunny
test_46.jpg,rain
test_14.jpg,dust
test_68.jpg,dust
test_111.jpg,rain
test_670.jpg,dust
test_87.jpg,sunny
test_1046.jpg,snow
test_563.jpg,snow
test_541.jpg,sunny
test_981.jpg,rain
test_628.jpg,dust
test_632.jpg,sunny
test_681.jpg,snow
test_529.jpg,dust
test_830.jpg,dust
test_493.jpg,dust
test_416.jpg,sunny
test_858.jpg,snow
test_148.jpg,rain
test_576.jpg,dust
test_974.jpg,fog
test_1080.jpg,snow
test_909.jpg,sunny
test_376.jpg,rain
test_1063.jpg,fog
test_30.jpg,sunny
test_169.jpg,fog
test_154.jpg,dust
test_647.jpg,sunny
test_518.jpg,dust
test_816.jpg,dust
test_955.jpg,dust
test_527.jpg,snow
test_854.jpg,fog
test_589.jpg,snow
test_683.jpg,snow
test_489.jpg,sunny
test_71.jpg,dust
test_19.jpg,rain
test_951.jpg,dust
test_363.jpg,sunny
test_940.jpg,snow
test_699.jpg,snow
test_980.jpg,sunny
test_937.jpg,sunny
test_945.jpg,sunny
test_143.jpg,snow
test_652.jpg,sunny
test_884.jpg,fog
test_836.jpg,fog
test_785.jpg,fog
test_425.jpg,rain
test_932.jpg,dust
test_950.jpg,sunny
test_658.jpg,sunny
test_1034.jpg,snow
test_1065.jpg,rain
test_37.jpg,sunny
test_1055.jpg,sunny
test_976.jpg,dust
test_243.jpg,dust
test_650.jpg,fog
test_104.jpg,dust
test_1040.jpg,sunny
test_776.jpg,snow
test_886.jpg,fog
test_452.jpg,sunny
test_249.jpg,sunny
test_163.jpg,snow
test_877.jpg,sunny
test_618.jpg,dust
test_1032.jpg,fog
test_732.jpg,sunny
test_662.jpg,snow
test_1061.jpg,dust
test_429.jpg,dust
test_409.jpg,fog
test_96.jpg,snow
test_761.jpg,dust
test_601.jpg,rain
test_1041.jpg,fog
test_115.jpg,fog
test_964.jpg,fog
test_744.jpg,sunny
test_306.jpg,rain
test_600.jpg,rain
test_381.jpg,snow
test_41.jpg,dust
test_342.jpg,sunny
test_707.jpg,rain
test_623.jpg,snow
test_123.jpg,rain
test_859.jpg,dust
test_653.jpg,dust
test_220.jpg,rain
test_910.jpg,sunny
test_6.jpg,rain
test_356.jpg,snow
test_328.jpg,sunny
test_454.jpg,snow
test_488.jpg,rain
test_275.jpg,dust
test_968.jpg,snow
test_1076.jpg,sunny
test_875.jpg,rain
test_1039.jpg,snow
test_592.jpg,sunny
test_48.jpg,dust
test_524.jpg,fog
test_47.jpg,snow
test_558.jpg,snow
test_793.jpg,fog
test_935.jpg,snow
test_175.jpg,dust
test_82.jpg,dust
test_256.jpg,snow
test_737.jpg,sunny
test_995.jpg,rain
test_499.jpg,fog
test_129.jpg,sunny
test_171.jpg,snow
test_336.jpg,dust
test_101.jpg,rain
test_505.jpg,rain
test_694.jpg,fog
test_989.jpg,dust
test_242.jpg,dust
test_629.jpg,rain
test_869.jpg,snow
test_961.jpg,sunny
test_466.jpg,rain
test_325.jpg,sunny
test_584.jpg,fog
test_803.jpg,fog
test_436.jpg,fog
test_252.jpg,fog
test_890.jpg,dust
test_221.jpg,rain
test_721.jpg,rain
test_462.jpg,fog
test_703.jpg,rain
test_610.jpg,sunny
test_162.jpg,snow
test_3.jpg,rain
test_554.jpg,snow
test_567.jpg,sunny
test_607.jpg,fog
test_546.jpg,sunny
test_217.jpg,dust
test_513.jpg,fog
test_626.jpg,sunny
test_991.jpg,sunny
test_934.jpg,rain
test_835.jpg,dust
test_728.jpg,rain
test_26.jpg,sunny
test_124.jpg,fog
test_139.jpg,rain
test_752.jpg,dust
test_833.jpg,rain
test_525.jpg,fog
test_282.jpg,dust
test_903.jpg,dust
test_762.jpg,rain
test_428.jpg,sunny
test_35.jpg,rain
test_723.jpg,snow
test_321.jpg,snow
test_307.jpg,rain
test_892.jpg,fog
test_987.jpg,sunny
test_310.jpg,rain
test_769.jpg,sunny
test_422.jpg,rain
test_742.jpg,rain
test_127.jpg,snow
test_523.jpg,rain
test_20.jpg,dust
test_802.jpg,rain
test_851.jpg,dust
test_1056.jpg,rain
test_655.jpg,sunny
test_1024.jpg,rain
test_894.jpg,fog
test_492.jpg,fog
test_99.jpg,dust
test_781.jpg,rain
test_697.jpg,dust
test_1074.jpg,fog
test_631.jpg,snow
test_765.jpg,dust
test_224.jpg,rain
test_274.jpg,snow
test_5.jpg,dust
test_797.jpg,snow
test_215.jpg,sunny
test_159.jpg,fog
test_53.jpg,dust
test_174.jpg,dust
test_565.jpg,fog
test_12.jpg,rain
test_100.jpg,dust
test_933.jpg,rain
test_95.jpg,sunny
test_983.jpg,rain
test_689.jpg,snow
test_1075.jpg,fog
test_876.jpg,snow
test_839.jpg,sunny
test_1014.jpg,rain
test_570.jpg,sunny
test_337.jpg,sunny
test_1078.jpg,fog
test_241.jpg,rain
test_27.jpg,sunny
test_384.jpg,dust
test_692.jpg,snow
test_542.jpg,fog
test_374.jpg,snow
test_512.jpg,sunny
test_993.jpg,fog
test_369.jpg,rain
test_332.jpg,snow
test_724.jpg,snow
test_552.jpg,dust
test_228.jpg,snow
test_389.jpg,fog
test_151.jpg,rain
test_919.jpg,snow
test_850.jpg,rain
test_768.jpg,rain
test_461.jpg,fog
test_273.jpg,rain
test_706.jpg,sunny
test_344.jpg,sunny
test_451.jpg,fog
test_67.jpg,fog
test_480.jpg,sunny
test_237.jpg,snow
test_1007.jpg,snow
test_672.jpg,sunny
test_417.jpg,snow
test_222.jpg,fog
test_2.jpg,fog
test_283.jpg,sunny
test_676.jpg,rain
test_253.jpg,snow
test_443.jpg,rain
test_871.jpg,rain
test_641.jpg,dust
test_666.jpg,dust
test_350.jpg,rain
test_788.jpg,dust
test_936.jpg,snow
test_783.jpg,sunny
test_818.jpg,sunny
test_1057.jpg,rain
test_290.jpg,snow
test_132.jpg,rain
test_709.jpg,dust
test_861.jpg,fog
test_845.jpg,fog
test_747.jpg,snow
test_486.jpg,sunny
test_196.jpg,sunny
test_238.jpg,rain
test_942.jpg,fog
test_164.jpg,sunny
test_313.png,rain
test_651.jpg,sunny
test_83.jpg,dust
