,method,orbital_period,mass,distance,year
124,1,31.7844,4.03496284187969,290.0,2011
125,2,25.262,6.936468001377648,290.0,1992
126,1,31.3309,5.628339394036004,290.0,2011
127,1,12.7204,5.089121718882268,290.0,2011
128,0,116.6884,3.7326239542255735,18.11,1996
129,2,8.13123,34.49310497365005,1760.0,2013
130,1,7.008151,12.506355218161332,780.0,2013
131,1,138.317,20.305132484222668,1000.0,2012
132,1,4.457243,10.23817836595282,501.0,2012
133,1,3.92289,10.38518122453496,480.0,2008
134,0,530.32,1.6822684510073032,46.84,2012
135,1,23.9802,4.136440273671383,290.0,2014
136,2,36525.0,22.178401438921867,290.0,2003
137,1,3.00516,5.863081354472229,290.0,2013
138,1,1.327347,6.688170145052936,317.0,2011
139,2,4639.15,2.000847595122991,12.21,2009
140,1,8.92507,5.192328229923135,290.0,2014
141,2,0.09070629,23.54107804552922,1200.0,2011
142,1,13.17562,4.026936626175541,290.0,2011
143,1,49.412,5.3519065276593665,290.0,2013
144,1,3.91405,41.0162957489749,2000.0,2007
145,1,27.50868,4.8112686151985145,290.0,2013
146,1,20.8613,41.929807067509614,2100.0,2011
147,1,17.9801235,5.480465282247053,290.0,2012
148,1,1.5373653,9.35604845572368,450.0,2011
149,2,8.13123,5.71760881322291,290.0,2008
150,1,10.3117,3.5993541492162535,290.0,2014
151,1,8.1453,23.871623582333655,1200.0,2011
152,1,114.73635,5.380081793519423,290.0,2013
153,2,8.13123,5.71760881322291,290.0,2008
154,1,22.6845,10.120876010238874,613.0,2010
155,2,8.13123,-0.44989961105841303,17.95,2013
156,1,2.810595,4.201549151827692,193.0,2011
157,0,2.64385,2.388447659737949,10.23,2004
158,1,4.353011,3.724220838268991,155.0,2009
159,2,730000.0,320.8570968512567,290.0,2006
160,1,1.4324752,13.359596569174414,600.0,2004
161,1,179.612,5.265947785748665,290.0,2014
162,2,3500.0,7.650045746995204,290.0,2005
163,1,1.4857108,16.376520194786224,800.0,2011
164,0,441.47,2.534253164453048,27.46,2003
165,1,2.3114243,6.2639532237484445,310.0,2013
166,2,8.13123,71.40084495577662,3600.0,2013
167,0,3186.0,2.827698754398625,46.84,2012
168,1,29.33434,27.219167105398753,1400.0,2012
169,1,0.78884,5.628246225767043,250.0,2009
170,1,5.90124,4.284560295183098,303.0,2011
171,1,4.62332,5.190472827612723,290.0,2014
172,1,267.291,5.416875740064938,368.0,2013
173,1,2.2167421,7.0077847595121625,340.0,2012
174,2,2780.0,6.486805657166883,290.0,2011
175,1,1.2137672,0.043444049088236625,38.7,2011
176,1,3.101278,7.142164501327329,290.0,2004
177,1,2.694047,7.088224844851879,344.0,2012
178,1,85.312,4.9783157035464,290.0,2012
179,1,21.301886,0.3154753701940649,66.0,2013
180,1,1.62843142,6.773651813001095,300.0,2008
181,1,59.87756,5.887611181253533,290.0,2013
182,1,13.78164,5.194422933520116,290.0,2014
183,1,17.815815,22.25730828230212,1107.0,2013
184,1,19.57706,4.029697652866048,290.0,2011
185,2,0.240104,22.608780678406845,1180.0,2011
186,1,7.81254,5.476079867493297,290.0,2012
187,1,2.42629,5.189525219188738,290.0,2014
188,1,7.053,5.47575226773256,290.0,2012
189,1,3.234723,6.431643341342806,290.0,2009
190,1,8.886593,6.434081068466867,290.0,2009
191,1,3.030065,4.3800708538498725,152.3,2004
192,2,170000.0,72.42796118336858,39.94,2008
193,1,46.6888,10.131229385883387,613.0,2010
194,1,26.136,5.341867277545703,290.0,2013
195,1,2.47063,5.313152323736347,213.0,2006
196,1,9.6739283,4.4145012739817275,290.0,2012
197,1,13.485,5.478526475359786,290.0,2012
198,1,23.08933,5.1984374647063305,290.0,2014
199,1,3.57878087,11.47972397949701,570.0,2013
200,2,8.13123,-0.15433415538421968,11.43,2010
201,2,8.13123,3.3524052642783886,165.0,2007
202,1,11.776,5.335673617482485,290.0,2013
203,1,45.29485,3.2875113748779654,173.0,2011
204,0,5.7361,1.8754729686198743,41.27,2012
205,2,18000.0,6.584096715542444,39.94,2010
206,1,10.7421,15.849321881660615,800.0,2011
207,2,8.13123,2.262721642358315,131.93,2010
208,1,4.9816872,3.3984375364543666,160.0,2012
209,1,10.854092,4.025935320098995,290.0,2011
210,1,3.504725,5.085146874996269,290.0,2011
211,1,2.5199449,9.08247594652454,408.0,2007
212,2,8.13123,5.71760881322291,290.0,2008
213,1,9.4341505,4.060584373631684,200.0,2013
214,1,3.24674,45.46218354049654,2250.0,2011
215,1,4.60358,5.721655031077319,290.0,2014
216,1,3.547851,9.132859781471268,453.0,2013
217,1,12.8159,4.662815679350842,290.0,2014
218,1,3.7354417,8.638300285207492,400.0,2009
219,1,22.804,5.3404301413806365,290.0,2013
220,1,2.17517632,11.2200632426389,550.0,2012
221,1,8.041,5.33406266202735,290.0,2013
222,0,792.6,2.5538474612112623,58.17,2012
223,0,2.21857578,2.4270766500890772,19.25,2005
224,1,22.7802,4.149724673065521,303.0,2012
225,1,3.7681,18.78453114034835,920.0,2011
226,1,3.652836,6.430117816119093,297.0,2010
227,2,8.13123,1.8979541742176025,135.0,2013
228,1,31.9996,10.124893737457171,613.0,2010
229,1,13.367308,0.3120530805786643,66.0,2013
230,1,1.9550959,4.943346674133807,230.0,2011
231,1,13.5708,4.131950560226926,290.0,2014
232,1,4.37809,6.808131434388088,330.0,2012
233,1,26.723,5.342120458496765,290.0,2013
234,1,2.9036747,7.108373814420759,345.0,2012
235,1,16.3850021,5.4797772850526485,290.0,2012
236,1,2.91626,4.375865136704363,214.0,2009
237,1,4.4379637,12.366082673325536,600.0,2011
238,2,1825.0,5.970057896528203,290.0,2008
239,2,1970.0,6.279557566836729,290.0,2010
240,1,1.5089557,6.573014738143968,290.0,2008
241,1,2.785755,2.4965613192639466,108.0,2011
242,0,2.8758911,3.6230505830729953,78.86,2005
243,1,1.9000693,17.78079771681712,870.0,2011
244,1,4.2,171.53913802408383,8500.0,2006
245,1,1.30618581,5.471412655134941,228.0,2007
246,1,3.89713,15.775803641996276,770.0,2011
247,2,3300.0,7.42166732870038,290.0,2006
248,1,36.855,5.3464905256110455,290.0,2013
249,2,5767.0,4.475368685315743,130.72,2008
250,1,5.955,5.47527868564697,290.0,2012
251,1,6.2385,5.086325988717647,290.0,2011
252,1,1.354133,7.266468048112699,360.0,2013
253,0,3.33714,1.5520972968726596,25.2,2012
254,1,4.1137912,2.6803681270839093,124.22,2012
255,1,3.1186009,6.431593256327972,290.0,2009
256,1,7.64159,5.086931160200834,290.0,2011
257,1,2.143634,6.146941253424757,290.0,2011
258,2,8.13123,80.6398760637995,4080.0,2012
259,1,1.4822446,7.550754790998383,360.0,2011
260,2,8.13123,3.2772886357843163,140.0,2004
261,2,1.54492875,5.004189336804927,290.0,2013
262,1,5.723186,6.790358900898013,322.0,2011
263,1,12.4417,5.306955828397065,368.0,2013
264,1,4.640382,5.18350166304873,249.0,2012
265,2,8.13123,0.55373635608737,18.39,2006
266,0,187.83,2.8117162866709577,84.03,2012
267,1,71.312,5.36135229056913,290.0,2013
268,2,246.36,-0.2905832330436624,20.77,2013
269,1,3.553945,10.76784048899873,492.0,2007
270,1,1.846835,5.311177409656807,220.0,2007
271,1,17.324,5.338066544086303,290.0,2013
272,1,3.024095,39.44452120929648,1950.0,2011
273,0,798.5,4.092891645767111,21.41,1996
274,1,2.828042,23.539708921845147,1150.0,2010
275,1,4.465633,6.808169192854848,330.0,2012
276,1,288.822,30.521381661745977,1499.0,2011
277,1,12.0717249,5.4779169109067425,290.0,2012
278,1,1.796,171.5381011467306,8500.0,2006
279,1,1.58040482,6.430929811785461,290.0,2009
280,1,3.0678504,1.3917566392340177,60.0,2012
281,1,3.6623866,5.002552851509108,240.0,2012
282,1,3.57532,5.721211528786512,290.0,2014
283,1,9.77,5.476924146172109,290.0,2012
284,0,3.698,3.9507170343815687,150.0,2009
285,1,33.60134,16.820286122888774,855.0,2012
286,1,1.43037,6.1466336131217645,290.0,2011
287,1,20.09,5.4813753002008525,290.0,2012
288,1,1.2119189,7.425581082116707,290.0,2002
289,0,1251.0,2.9195563340064155,31.12,2007
290,0,9.6386,0.8991881356024578,15.28,2004
291,2,8.13123,2.098539717598726,145.0,2013
292,1,15.9654,5.195364818415669,290.0,2014
293,1,2.50806,5.189560487683423,290.0,2014
294,1,1.592851,12.447517563208976,650.0,2010
295,1,5.7293196,5.475181346672002,290.0,2012
296,0,3.52474859,3.8385640470390285,47.08,1999
297,1,9.522,5.476817180455157,290.0,2012
298,2,40000.0,22.540289470060202,290.0,2011
299,2,0.342887,22.608825010089447,1180.0,2011
300,1,8.13123,4.945026605162127,290.0,2012
301,2,2900.0,6.538563262152024,290.0,2011
302,1,41.02902,4.038950170131329,290.0,2011
303,1,2.4238039,6.147062094449893,290.0,2011
304,1,2.896,4.1411483516567955,303.0,2012
305,0,310.55,0.7447437604361085,15.28,2006
306,1,8.9858,5.6187016535430985,290.0,2011
307,2,8.13123,3.2572300814462096,139.0,2004
308,1,11.8681707,5.477829115257805,290.0,2012
309,1,228.776,1.6512818806327232,61.0,2011
310,1,5.9123,5.617376011885369,290.0,2011
311,1,2.899736,3.6668300842153485,138.0,2007
312,2,8.13123,98.88106439899042,4970.0,2013
313,1,8.0109434,5.47616544153334,290.0,2012
314,1,25.5169,5.199484508115802,290.0,2014
315,1,2.9444256,6.289402388871906,290.0,2010
316,1,3.8559,9.816689357573694,480.0,2012
317,2,8.13123,3.802532918124257,290.0,2014
318,0,123.0,5.568601755778332,290.0,2014
319,1,2.4855335,6.573435949210705,290.0,2008
320,1,9.20205,6.576332872609726,290.0,2008
321,2,8679.7,4.033637547708224,26.67,2009
322,1,11.5231,5.7246395126010725,290.0,2014
323,1,10.423648,4.272708894796153,290.0,2013
324,0,643.25,1.740936180174856,15.28,2000
325,1,6.48163,5.19127434157042,290.0,2014
326,1,15.09,5.3371029900068265,290.0,2013
327,1,10.95416,6.318188309465995,339.0,2013
328,1,7.1073,15.847754143805616,800.0,2011
329,1,54.32031,4.2916421122291695,290.0,2013
330,1,3.056536,7.197203277660265,314.0,2007
331,1,4.885525,6.43235535432467,290.0,2009
332,1,17.833648,2.7002254942540844,132.0,2013
333,2,69000.0,28.865310320869355,39.94,2008
334,1,2.204737,7.1750714680679835,320.0,2008
335,1,48.648,5.351577004240937,290.0,2013
336,1,3.21346,11.646858298235713,550.0,2009
337,1,6.88705,4.660258487048225,290.0,2014
338,1,6.21229,8.096081752924988,380.0,2010
339,1,4.124481,5.5678034063769815,254.0,2010
340,1,23.654,5.340796757749274,290.0,2013
341,0,2.1451,6.8630883428093625,290.0,2012
342,1,38.5583038,5.4893409266410345,290.0,2012
343,2,8.13123,2.4245941758669005,140.0,2010
344,1,3.052401,4.083007982913728,180.0,2010
345,0,2093.3,7.765031420117339,290.0,2012
346,1,4.187757,5.972413510829881,260.0,2008
347,1,2.615864,3.867293189806105,148.0,2007
348,2,160.0,41.512669781807915,2119.0,2011
349,2,1016.0,0.35158099313713365,14.98,2010
350,0,363.2,2.2438790617243853,37.78,2010
351,2,3321.0,3.420376170368513,130.72,2008
352,1,1.7635892,6.146777335019465,290.0,2011
353,2,5840.0,7.27543386669754,290.0,2011
354,2,66.5419,6.954272574361198,290.0,1992
355,2,6000.0,2.871730123813336,19.28,2008
356,1,9.37647,5.476754411419677,290.0,2012
357,1,68.9584,5.74941212568109,290.0,2014
358,1,0.925542,9.330608424954846,470.0,2014
359,1,2.718659,6.289305012717705,290.0,2010
360,1,77.61184,4.054728829688031,290.0,2011
361,1,45.154,4.960995021038116,290.0,2012
362,1,282.5255,5.98364221566419,290.0,2013
363,1,3.332687,11.060094057771835,542.0,2012
364,0,1630.0,2.8777203702637166,56.31,2012
365,1,16.23855,9.090253899163372,470.0,2012
366,1,12.2829,5.620123736871392,290.0,2011
367,1,3.90512,16.519679461653027,800.0,2010
368,0,4.4264,6.864072298011479,290.0,2012
369,1,1.72086123,21.085264298909806,1056.0,2014
370,1,4.086052,7.8109331913983056,380.0,2012
371,0,417.9,2.6379516302870343,70.42,2012
372,1,15.7259,22.25640687401028,1107.0,2013
373,0,1046.0,1.6697030539265256,28.04,2011
374,1,27.402,5.484529063597904,290.0,2012
375,0,241.258,1.981,13.47,1999
376,0,9.494,0.026,21.3,2010
377,0,373.3,2.3,121.8,2009
378,0,6.673855,3.88,52.88,2005
379,0,197.8,0.0223,12.83,2012
380,0,356.0,2.3,131.41,2009
381,0,391.9,0.82,43.4,2007
382,0,8.1256,0.0284,26.21,2011
383,0,352.3,0.73,52.72,2012
384,0,7.2825,0.0087,21.52,2011
385,0,10.7085,1.04,29.76,1999
386,0,1313.0,0.63,56.34,2010
387,0,431.7,0.527,25.87,2011
388,0,13.505,0.0186,23.44,2011
389,0,963.0,2.54,43.03,2004
390,0,956.0,0.37,55.93,2009
391,0,598.3,0.328,10.32,2009
392,0,351.5,2.5,67.39,2007
393,0,1800.0,1.15,96.99,2008
394,0,39.845,1.04,17.43,1997
395,0,4.6455,0.013,24.05,2010
396,0,3452.0,2.58,68.54,2014
397,0,1035.7,0.79,32.83,2011
398,0,7.3709,0.018,9.04,2011
399,0,3724.7,1.45,48.43,2011
400,0,2157.0,1.78,30.88,2009
401,0,5.118,0.4,40.57,2014
402,0,520.0,2.6,164.2,2008
403,0,163.9,5.02,65.79,2008
404,0,3008.0,7.2,52.83,2009
405,0,714.3,10.6,40.57,2007
406,0,7.8543,0.054,56.92,2013
407,0,1075.2,6.21,32.56,1999
408,0,594.9,7.6,47.53,2006
409,0,1945.0,0.622,33.98,2005
410,0,6.276,1.9,58.82,2001
411,0,851.8,6.1,40.57,2007
412,0,141.6,1.08,108.46,2007
413,0,1038.1,1.9,54.23,2007
414,0,442.1,1.23,21.29,1998
415,0,4046.0,2.0,38.52,2011
416,0,962.0,0.64,26.15,2008
417,0,672.1,11.1,289.02,2012
418,0,387.1,1.7,168.92,2011
419,0,705.0,1.3,112.23,2011
420,0,2.391,15.5,76.51,2009
421,0,1001.7,6.86,32.56,2005
422,0,528.4,1.21,12.87,2003
423,0,738.459,2.61,34.6,2001
424,0,1183.0,4.9,89.85,2002
425,0,2720.0,3.366,42.88,2012
426,0,572.4,1.26,35.59,2003
427,0,12.9292,0.017,6.27,2005
428,0,1475.0,7.0,72.57,2009
429,1,2.7033904,1.47,178.0,2013
430,0,379.63,21.42,40.57,2009
431,0,408.6,2.24,68.54,2004
432,0,1270.2,3.44,53.82,2007
433,0,18.20163,3.7,37.35,1999
434,0,53.881,0.06472,32.31,2011
435,0,201.83,3.1548,25.7,2008
436,0,62.24,0.008,6.8,2013
437,0,342.85,0.6579,32.58,2008
438,0,1966.1,1.34,48.64,2011
439,0,493.7,1.1,20.43,2001
440,0,2473.0,8.06,64.56,2003
441,0,38.021,0.057,8.52,2009
442,0,46.025,0.0318,42.52,2011
443,0,344.95,3.71,133.16,2003
444,0,2288.0,0.82,12.12,2009
445,0,3.51,0.42,28.94,1999
446,0,1314.0,2.29,69.44,2010
447,0,24.348,0.72,19.89,1999
448,0,40.114,0.00755,6.06,2011
449,0,407.15,0.0961,15.56,2011
450,0,2502.0,1.55,3.22,2000
451,0,4970.0,0.36,17.99,2010
452,0,4.9437,0.115,40.73,2002
453,0,1311.0,1.26,33.29,2002
454,0,3827.0,0.48,20.48,2014
455,0,1114.0,0.95,35.0,2002
456,0,61.1166,2.2756,4.7,1998
457,0,5.3978,0.029,16.82,2008
458,0,199.505,8.3,102.04,2003
459,0,11.577,0.0166,14.56,2011
460,0,951.0,4.5,40.75,2001
461,0,75.29,0.77,69.44,2010
462,0,1383.4,2.44,46.34,2004
463,0,2063.818,10.35,18.21,2001
464,0,4.230785,0.472,15.36,1995
465,0,696.3,10.7,99.4,2009
466,0,51.645,1.8,64.56,2003
467,0,655.6,5.1,37.54,2008
468,0,777.0,1.96,53.28,2009
469,0,952.7,5.3,97.18,2008
470,0,423.841,1.28,18.24,2000
471,0,1973.0,2.82,55.04,2005
472,0,20.432,0.0299,12.83,2008
473,0,17.1,0.057,15.89,2005
474,0,420.77,1.7,50.0,2007
475,0,1008.0,6.56,42.68,2009
476,0,1155.0,0.36,21.92,2005
477,0,5.24,0.28,59.03,2005
478,0,788.0,0.132,33.96,2009
479,0,406.6,1.49,59.03,1999
480,0,380.8,1.8,20.21,2010
481,0,15.76491,3.91,10.91,1999
482,0,1931.0,4.05,47.3,2009
483,0,528.07,13.65,31.79,2011
484,0,711.0,6.54,66.49,2005
485,0,17.24,0.0696,25.54,2008
486,0,47.84,0.098,49.33,2009
487,0,305.5,20.6,92.51,2013
488,0,303.0,5.25,92.51,2003
489,0,1178.4,2.1,52.72,2006
490,0,621.99,12.47,40.57,2009
491,0,34.873,0.054,47.3,2011
492,0,843.6,0.624,33.24,2005
493,0,71.484,7.03,46.73,2001
494,0,2950.0,3.82,52.83,2008
495,0,2.54858,1.87,36.52,2003
496,0,25.648,0.027,52.03,2013
497,0,2231.0,2.0,28.76,2003
498,0,37.91,0.0788,33.98,2008
499,0,3416.0,0.64,4.94,2008
500,0,66.8,0.022,6.27,2005
501,0,974.0,5.61,70.97,2007
502,0,511.098,8.82,31.33,2002
503,2,10220.0,6.05,40.57,2009
504,0,3630.0,9.61,36.36,2012
505,0,647.3,4.0,221.24,2011
506,0,2597.0,1.88,33.01,2004
507,0,607.06,7.4634,25.7,2008
508,0,1125.7,9.76,121.36,2008
509,0,192.0,6.575,40.57,2013
510,0,4909.0,3.53,12.53,2002
511,0,4885.0,3.1,189.39,2009
512,0,1276.46,4.132,13.47,1999
513,0,989.2,0.94,17.35,2006
514,0,466.2,1.37,22.38,2003
515,0,68.27,0.77,65.62,2010
516,0,263.3,0.27,15.71,2010
517,0,3.27,0.0351,24.15,2011
518,0,176.3,2.9,126.1,2010
519,0,30.93,0.076,56.92,2013
520,0,1049.0,0.79,45.01,2009
521,0,3.369,0.76,50.2,2004
522,0,526.62,1.56,44.05,2007
523,0,439.3,0.502,60.46,2005
524,0,17337.5,9.0,23.98,2009
525,0,13.186,0.0263,42.52,2011
526,0,1333.0,2.58,32.99,2007
527,0,1143.0,6.8,28.88,2003
528,0,106.72,0.03,14.56,2011
529,0,63.33,1.22,44.37,2003
530,0,83.888,11.68,40.57,1989
531,0,191.99,0.101,38.64,2011
532,0,1136.1,5.93,62.11,2002
533,0,58.11289,8.02,37.88,1998
534,0,1290.0,7.8,67.02,2009
535,0,2496.0,1.65,55.01,2009
536,0,428.5,15.2,214.0,2009
537,0,91.61,0.016,6.8,2013
538,0,1531.0,6.92,37.44,2002
539,0,677.8,19.8,40.57,2007
540,0,345.72,1.42,44.8,2009
541,0,1294.0,2.1,26.52,2002
542,0,25.827,0.178,38.02,2004
543,0,194.3,0.85,43.4,2007
544,0,5.0505,1.068,44.46,2013
545,0,2391.0,0.54,14.08,2001
546,0,912.0,1.8,121.07,2011
547,0,4270.0,2.6,19.72,2005
548,0,14.025,0.0187,25.59,2011
549,0,262.709,2.3,37.16,2000
550,0,2102.0,4.04,36.32,2003
551,0,14.182,0.0325,28.6,2011
552,0,124.26,0.046,4.7,2010
553,0,51.284,0.0498,38.01,2011
554,0,121.71,1.54,40.57,2014
555,0,170.455,0.82,53.82,2008
556,0,57.0,0.47,23.8,2010
557,0,1214.0,1.5,89.13,2006
558,0,874.774,2.21,56.95,2008
559,0,1544.0,1.49,98.52,2011
560,0,937.7,1.24,28.04,2003
561,0,3.93,0.017,43.53,2009
562,0,137.48,1.11,175.44,2013
563,0,225.7,0.21,29.94,2010
564,0,472.0,0.58,50.43,2010
565,0,1695.0,0.92,42.48,2009
566,0,567.0,0.33,43.53,2009
567,0,75.523,0.26,35.91,2000
568,0,225.62,2.88,36.32,2000
569,0,36.96,2.49,93.2,2007
570,0,602.0,0.067,39.39,2010
571,0,70.46,0.3,30.5,2005
572,0,10.8985,0.261,38.56,2002
573,0,1319.0,13.0,54.92,2010
574,0,26.73,0.71,94.07,2006
575,0,418.2,2.51,80.58,2007
576,0,2582.7,1.71,47.26,2005
577,0,325.81,3.86,32.32,2000
578,0,1096.2,0.168,29.55,2011
579,0,279.8,1.37,90.33,2008
580,0,1159.2,1.373,26.5,2009
581,0,2277.0,0.246,38.64,2011
582,0,58.43,0.01133,11.15,2011
583,0,227.0,1.8,44.15,2002
584,0,385.9,5.59,39.56,2001
585,0,1708.0,1.92,37.16,2002
586,0,360.2,2.37,56.5,2012
587,0,3.3135,3.9,15.6,1996
588,0,1523.0,2.6,44.05,2009
589,0,4218.0,1.88,45.52,2009
590,0,1022.0,3.4,354.0,2011
591,0,55.0,2.3,42.88,2004
592,0,28.14,0.012,6.8,2011
593,0,500.0,1.07,27.13,2002
594,0,3999.0,1.9,50.45,2011
595,0,17.991,0.62,42.37,2005
596,0,110.9,0.15,59.03,2010
597,0,9.6184,0.0208,12.83,2008
598,0,31.56,0.038,12.58,2006
599,0,111.7,2.1,14.9,2009
600,0,147.73,1.28,52.88,2006
601,0,436.9,1.8,150.38,2011
602,0,1624.0,0.99,68.54,2005
603,0,103.95,5.76,55.19,2008
604,0,825.0,0.895,68.35,2010
605,0,15.609,0.0405,21.85,2005
606,0,5.6363,0.0117,25.59,2011
607,0,5.8881,0.367,53.08,2013
608,0,331.5,0.96,59.28,2009
609,0,1244.0,0.38,68.35,2009
610,0,875.5,9.9,352.11,2012
611,0,226.93,0.1872,32.58,2008
612,0,4.0845,0.07167,37.84,2008
613,0,692.0,1.894,15.1,2007
614,0,454.2,1.45,16.57,2002
615,0,6.403,0.23,43.12,2002
616,0,277.02,1.7,80.64,2013
617,0,41.397,0.298,11.03,2010
618,0,464.3,2.0,106.38,2009
619,0,990.0,4.4,59.84,2009
620,0,261.2,0.172,12.53,2007
621,0,392.6,0.91,40.57,2011
